sep=,
#,X(I),Y(X),Y'(X),Y1(X),Y1'(X),Y2(X),Y2'(X),Y3(X),Y3'(X),
Model,"ARR_DATA(I)","Integral(5.44040184,5.39316392)","","Integral(5.26046627,5.21905797)","","Integral(4.67084105,4.62131936)","","Integral(4.01091143,3.98242444)","",
705,64042.00000000,17.19927116,0.00000000,3.56167588,0.00000000,1.01558750,0.00000000,16.63141383,0.00000000,
706,64131.00000000,17.91015059,0.00000000,3.56484687,0.00000000,1.01155892,0.00000000,17.75483578,0.00000000,
707,64223.00000000,18.09502047,0.00000000,3.50203680,0.00000000,0.82854333,0.00000000,17.77317815,0.00000000,
708,64314.00000000,17.19113916,0.00000000,3.57552819,0.00000000,1.00478237,0.00000000,17.04037932,0.00000000,
709,64403.00000000,18.16532906,0.00000000,3.37880707,0.00000000,1.03709655,0.00000000,17.27449590,0.00000000,
710,64492.00000000,17.16669057,0.00000000,3.38897677,0.00000000,1.01290974,0.00000000,17.51328403,0.00000000,
711,64582.00000000,17.78758213,0.00000000,3.38949776,0.00000000,1.01962813,0.00000000,17.35912464,0.00000000,
712,64671.00000000,17.08348861,0.00000000,3.49955070,0.00000000,0.96558630,0.00000000,16.73023490,0.00000000,
713,64764.00000000,17.75452681,0.00000000,3.40758826,0.00000000,1.02957760,0.00000000,16.26940125,0.00000000,
714,64853.00000000,17.93781820,0.00000000,3.39213935,0.00000000,1.02491157,0.00000000,16.37914798,0.00000000,
715,64943.00000000,17.01224894,0.00000000,3.60540088,0.00000000,0.99841482,0.00000000,15.92985804,0.00000000,
716,65033.00000000,16.99739202,0.00000000,3.59904384,0.00000000,1.01408574,0.00000000,18.09559991,0.00000000,
717,65125.00000000,17.02136365,0.00000000,3.52844087,0.00000000,1.01098497,0.00000000,17.95849343,0.00000000,
718,65214.00000000,17.66078843,0.00000000,3.61920053,0.00000000,1.02587751,0.00000000,15.00198165,0.00000000,
719,65306.00000000,18.66707203,0.00000000,3.40888309,0.00000000,1.03834362,0.00000000,18.71399476,0.00000000,
720,65399.00000000,17.93676352,0.00000000,3.60648482,0.00000000,1.06477914,0.00000000,18.25396322,0.00000000,
721,65491.00000000,18.41215402,0.00000000,3.41012112,0.00000000,1.00491922,0.00000000,17.25441192,0.00000000,
722,65588.00000000,18.37926954,0.00000000,3.39194956,0.00000000,1.05428997,0.00000000,17.90732882,0.00000000,
723,65679.00000000,16.78268087,0.00000000,3.66777296,0.00000000,1.03843082,0.00000000,18.71303178,0.00000000,
724,65769.00000000,17.50547444,0.00000000,3.56541403,0.00000000,1.04194279,0.00000000,16.23470405,0.00000000,
725,65862.00000000,18.39461964,0.00000000,3.43199313,0.00000000,1.01730695,0.00000000,16.19396193,0.00000000,
726,65954.00000000,16.75856425,0.00000000,3.57685434,0.00000000,1.02126216,0.00000000,15.85636369,0.00000000,
727,66044.00000000,18.33650479,0.00000000,3.43176522,0.00000000,1.04642794,0.00000000,16.88035500,0.00000000,
728,66133.00000000,16.68869151,0.00000000,3.52221657,0.00000000,1.04883169,0.00000000,17.28031825,0.00000000,
729,66222.00000000,16.71266156,0.00000000,3.54618495,0.00000000,1.03983416,0.00000000,18.09633020,0.00000000,
730,66312.00000000,16.66658872,0.00000000,3.55650900,0.00000000,0.92029769,0.00000000,17.21573357,0.00000000,
731,66400.00000000,16.70959312,0.00000000,3.41470998,0.00000000,1.03877575,0.00000000,17.24636626,0.00000000,
732,66492.00000000,17.24908420,0.00000000,3.56432708,0.00000000,1.02482745,0.00000000,17.81517953,0.00000000,
733,66581.00000000,16.61470950,0.00000000,3.67004055,0.00000000,1.02742986,0.00000000,17.74977519,0.00000000,
734,66671.00000000,16.56944808,0.00000000,3.45562284,0.00000000,1.01583297,0.00000000,17.71433032,0.00000000,
735,66764.00000000,17.23102249,0.00000000,3.67615509,0.00000000,1.05109249,0.00000000,19.28449047,0.00000000,
736,66853.00000000,18.20110598,0.00000000,3.58170882,0.00000000,1.04920818,0.00000000,18.58623638,0.00000000,
737,66945.00000000,16.54442434,0.00000000,3.44386314,0.00000000,1.09836890,0.00000000,16.96100701,0.00000000,
738,67035.00000000,19.01189587,0.00000000,3.57388289,0.00000000,1.06029269,0.00000000,15.48314597,0.00000000,
739,67125.00000000,16.43261528,0.00000000,3.56482271,0.00000000,1.04652282,0.00000000,16.07275123,0.00000000,
740,67217.00000000,17.09231827,0.00000000,3.44714271,0.00000000,1.08190167,0.00000000,18.07633293,0.00000000,
741,67306.00000000,17.31904385,0.00000000,3.46226250,0.00000000,1.00620575,0.00000000,18.57840527,0.00000000,
742,67395.00000000,17.04290520,0.00000000,3.59126394,0.00000000,1.03033007,0.00000000,16.71547147,0.00000000,
743,67488.00000000,17.35220549,0.00000000,3.42959008,0.00000000,1.05813085,0.00000000,18.15302210,0.00000000,
744,67576.00000000,17.16955891,0.00000000,3.49314067,0.00000000,1.08787306,0.00000000,18.89311496,0.00000000,
745,67666.00000000,16.95259938,0.00000000,3.59515771,0.00000000,1.06279109,0.00000000,17.15498685,0.00000000,
746,67757.00000000,16.29576088,0.00000000,3.47479822,0.00000000,1.05299936,0.00000000,17.40263256,0.00000000,
747,67850.00000000,16.95809650,0.00000000,3.60816611,0.00000000,1.05397729,0.00000000,18.67077561,0.00000000,
748,67942.00000000,16.23398379,0.00000000,3.61909430,0.00000000,1.07319547,0.00000000,18.61853781,0.00000000,
749,68031.00000000,17.11982617,0.00000000,3.47592341,0.00000000,1.06285082,0.00000000,17.86833796,0.00000000,
750,68124.00000000,16.28009170,0.00000000,3.36492654,0.00000000,1.05974994,0.00000000,19.15326788,0.00000000,
751,68216.00000000,16.17954499,0.00000000,3.49577986,0.00000000,1.03683397,0.00000000,17.81458306,0.00000000,
752,68309.00000000,16.19900367,0.00000000,3.59838871,0.00000000,1.01710835,0.00000000,19.76941595,0.00000000,
753,68400.00000000,16.04930697,0.00000000,3.63784806,0.00000000,1.01298962,0.00000000,16.17597235,0.00000000,
754,68492.00000000,16.74461682,0.00000000,3.50307005,0.00000000,0.87222020,0.00000000,18.71861874,0.00000000,
755,68583.00000000,17.60592360,0.00000000,3.63014387,0.00000000,1.06890354,0.00000000,17.63320056,0.00000000,
756,68672.00000000,16.73573049,0.00000000,3.42635152,0.00000000,1.04009125,0.00000000,19.33383780,0.00000000,
757,68766.00000000,16.71958160,0.00000000,3.60903824,0.00000000,1.04041831,0.00000000,17.57643913,0.00000000,
758,68859.00000000,15.91843957,0.00000000,3.37665247,0.00000000,1.02334464,0.00000000,17.70145908,0.00000000,
759,68951.00000000,15.09821112,0.00000000,3.51083945,0.00000000,1.02847798,0.00000000,17.92670099,0.00000000,
760,69040.00000000,16.02256718,0.00000000,3.51254258,0.00000000,1.07892907,0.00000000,19.79703520,0.00000000,
761,69130.00000000,15.68965711,0.00000000,3.47443834,0.00000000,1.08573660,0.00000000,19.10526644,0.00000000,
762,69219.00000000,15.94853866,0.00000000,3.65078639,0.00000000,0.97407322,0.00000000,18.22961853,0.00000000,
763,69309.00000000,15.93255430,0.00000000,3.53261910,0.00000000,1.00695007,0.00000000,20.25375365,0.00000000,
764,69398.00000000,16.53086428,0.00000000,3.65341020,0.00000000,0.98863822,0.00000000,19.50882574,0.00000000,
765,69490.00000000,15.89963548,0.00000000,3.53630864,0.00000000,1.09403789,0.00000000,19.06584289,0.00000000,
766,69581.00000000,15.88101774,0.00000000,3.68274561,0.00000000,1.08021121,0.00000000,18.69509975,0.00000000,
767,69672.00000000,16.65972430,0.00000000,3.42061017,0.00000000,1.02693762,0.00000000,19.30226140,0.00000000,
768,69768.00000000,15.70260493,0.00000000,3.51614254,0.00000000,1.08678504,0.00000000,19.98192254,0.00000000,
769,69860.00000000,14.91748155,0.00000000,3.54970915,0.00000000,1.08932398,0.00000000,17.71976822,0.00000000,
770,69951.00000000,16.57428619,0.00000000,3.68311468,0.00000000,0.99163949,0.00000000,18.89917452,0.00000000,
771,70044.00000000,16.36993213,0.00000000,3.69719902,0.00000000,1.08540356,0.00000000,18.83271779,0.00000000,
772,70136.00000000,16.42057329,0.00000000,3.67928297,0.00000000,1.05653878,0.00000000,16.38650362,0.00000000,
773,70225.00000000,14.85573496,0.00000000,3.44793469,0.00000000,1.03343059,0.00000000,16.84438149,0.00000000,
774,70315.00000000,16.50773347,0.00000000,3.69030643,0.00000000,1.01150937,0.00000000,18.45479148,0.00000000,
775,70404.00000000,17.25428354,0.00000000,3.57116666,0.00000000,1.09916916,0.00000000,17.15174984,0.00000000,
776,70493.00000000,16.43858243,0.00000000,3.57284878,0.00000000,1.09067480,0.00000000,19.13148779,0.00000000,
777,70584.00000000,16.23163003,0.00000000,3.71922029,0.00000000,1.07304806,0.00000000,17.07701748,0.00000000,
778,70673.00000000,14.75650340,0.00000000,3.32203405,0.00000000,1.09871097,0.00000000,16.72513020,0.00000000,
779,70765.00000000,16.17670339,0.00000000,3.51193345,0.00000000,1.07107028,0.00000000,19.84012169,0.00000000,
780,70855.00000000,15.49984115,0.00000000,3.58443556,0.00000000,1.09829317,0.00000000,17.31609861,0.00000000,
781,70947.00000000,15.39632109,0.00000000,3.59020658,0.00000000,1.10188651,0.00000000,18.64823571,0.00000000,
782,71041.00000000,16.09238695,0.00000000,3.46020919,0.00000000,1.07461725,0.00000000,16.60927810,0.00000000,
783,71141.00000000,15.98987810,0.00000000,3.54397512,0.00000000,1.08509976,0.00000000,18.69089160,0.00000000,
784,71231.00000000,14.59267971,0.00000000,3.58254634,0.00000000,1.02969983,0.00000000,20.42022519,0.00000000,
785,71328.00000000,16.06832583,0.00000000,3.54450882,0.00000000,1.10963077,0.00000000,17.58252957,0.00000000,
786,71419.00000000,16.09808958,0.00000000,3.80671081,0.00000000,1.10009553,0.00000000,17.49649186,0.00000000,
787,71511.00000000,15.32391579,0.00000000,3.47811177,0.00000000,1.11353554,0.00000000,20.10363677,0.00000000,
788,71601.00000000,14.57557916,0.00000000,3.59431382,0.00000000,1.05068791,0.00000000,19.31771258,0.00000000,
789,71693.00000000,15.36229708,0.00000000,3.46888447,0.00000000,1.07878983,0.00000000,18.33776300,0.00000000,
790,71781.00000000,14.51909242,0.00000000,3.59681162,0.00000000,1.07428925,0.00000000,18.30712819,0.00000000,
791,71872.00000000,15.33309980,0.00000000,3.45756786,0.00000000,0.96368171,0.00000000,19.64122431,0.00000000,
792,71962.00000000,14.48505875,0.00000000,3.62701818,0.00000000,1.07742991,0.00000000,19.06106928,0.00000000,
793,72053.00000000,14.45723408,0.00000000,3.56440884,0.00000000,1.09196550,0.00000000,19.30679420,0.00000000,
794,72145.00000000,15.24400827,0.00000000,3.62043931,0.00000000,1.12535434,0.00000000,18.37431381,0.00000000,
795,72234.00000000,15.16191892,0.00000000,3.61884721,0.00000000,1.11451540,0.00000000,18.09419253,0.00000000,
796,72325.00000000,15.79828063,0.00000000,3.63107452,0.00000000,1.07507496,0.00000000,18.49319907,0.00000000,
797,72418.00000000,15.96167599,0.00000000,3.63144933,0.00000000,1.12901074,0.00000000,20.51244301,0.00000000,
798,72511.00000000,15.78277727,0.00000000,3.60923209,0.00000000,1.00447348,0.00000000,19.24040148,0.00000000,
799,72599.00000000,15.09745708,0.00000000,3.64266570,0.00000000,1.12225920,0.00000000,18.24262072,0.00000000,
800,72691.00000000,14.27839275,0.00000000,3.57842083,0.00000000,1.05786508,0.00000000,18.63884927,0.00000000,
801,72781.00000000,15.08977053,0.00000000,3.74186807,0.00000000,1.08329564,0.00000000,17.04065426,0.00000000,
802,72873.00000000,15.65190549,0.00000000,3.50175183,0.00000000,1.08550090,0.00000000,18.81565101,0.00000000,
803,72962.00000000,15.07755037,0.00000000,3.73502604,0.00000000,1.07280525,0.00000000,20.11121209,0.00000000,
804,73054.00000000,14.95956607,0.00000000,3.61082165,0.00000000,1.10085602,0.00000000,19.99598248,0.00000000,
805,73146.00000000,15.64993075,0.00000000,3.51867182,0.00000000,1.13864219,0.00000000,19.35510177,0.00000000,
806,73235.00000000,15.01512432,0.00000000,3.73540044,0.00000000,1.12007701,0.00000000,17.35039427,0.00000000,
807,73326.00000000,14.98246441,0.00000000,3.71523100,0.00000000,1.07651126,0.00000000,18.69708621,0.00000000,
808,73415.00000000,15.40421467,0.00000000,3.64682531,0.00000000,1.10932721,0.00000000,18.52157877,0.00000000,
809,73505.00000000,15.38565095,0.00000000,3.77997367,0.00000000,1.05385818,0.00000000,19.57448582,0.00000000,
810,73595.00000000,14.91022942,0.00000000,3.75795668,0.00000000,1.12179855,0.00000000,18.49270198,0.00000000,
811,73683.00000000,14.05189386,0.00000000,3.66585745,0.00000000,1.08847704,0.00000000,20.50409500,0.00000000,
812,73773.00000000,14.58444879,0.00000000,3.52392025,0.00000000,1.10751016,0.00000000,19.26240171,0.00000000,
813,73865.00000000,14.04775342,0.00000000,3.75113007,0.00000000,1.02094102,0.00000000,20.44801883,0.00000000,
814,73957.00000000,14.01935925,0.00000000,3.54010288,0.00000000,1.05641196,0.00000000,18.73826940,0.00000000,
815,74049.00000000,16.17941271,0.00000000,3.39725861,0.00000000,1.08133158,0.00000000,19.27016631,0.00000000,
816,74137.00000000,13.26202495,0.00000000,3.67471471,0.00000000,0.98576307,0.00000000,19.99179554,0.00000000,
817,74229.00000000,14.47717359,0.00000000,3.52218120,0.00000000,1.08986627,0.00000000,17.24177036,0.00000000,
818,74318.00000000,13.92848784,0.00000000,3.75204797,0.00000000,1.12715696,0.00000000,19.68931867,0.00000000,
819,74411.00000000,13.92066606,0.00000000,3.62723691,0.00000000,1.04902055,0.00000000,20.13632648,0.00000000,
820,74503.00000000,15.25126965,0.00000000,3.68663117,0.00000000,1.12593196,0.00000000,19.69839061,0.00000000,
821,74594.00000000,14.67394149,0.00000000,3.66775645,0.00000000,1.09664118,0.00000000,20.90211659,0.00000000,
822,74684.00000000,13.86435423,0.00000000,3.66128629,0.00000000,1.12654404,0.00000000,19.96468192,0.00000000,
823,74776.00000000,14.59030272,0.00000000,3.56254446,0.00000000,1.12211815,0.00000000,19.71018676,0.00000000,
824,74869.00000000,13.76156720,0.00000000,3.68626654,0.00000000,1.09117797,0.00000000,20.35257648,0.00000000,
825,74962.00000000,15.09930958,0.00000000,3.77130060,0.00000000,1.10628310,0.00000000,17.23128521,0.00000000,
826,75053.00000000,13.80510508,0.00000000,3.66120644,0.00000000,1.07994238,0.00000000,20.66548633,0.00000000,
827,75146.00000000,13.78863930,0.00000000,3.40777563,0.00000000,1.03656098,0.00000000,20.88186160,0.00000000,
828,75237.00000000,13.79517594,0.00000000,3.55934478,0.00000000,1.07785143,0.00000000,18.53334146,0.00000000,
829,75328.00000000,13.73023629,0.00000000,3.56705338,0.00000000,1.05486105,0.00000000,20.34407622,0.00000000,
830,75418.00000000,13.73294391,0.00000000,3.85238995,0.00000000,1.10748489,0.00000000,19.34949747,0.00000000,
831,75511.00000000,13.68349562,0.00000000,3.55418928,0.00000000,1.12206649,0.00000000,19.24536965,0.00000000,
832,75603.00000000,14.93831200,0.00000000,3.67926951,0.00000000,1.08952524,0.00000000,19.82085777,0.00000000,
833,75696.00000000,13.71121870,0.00000000,3.68634026,0.00000000,1.03020968,0.00000000,20.60856557,0.00000000,
834,75788.00000000,12.92323738,0.00000000,3.58596762,0.00000000,1.14731456,0.00000000,17.91807725,0.00000000,
835,75881.00000000,13.59081601,0.00000000,3.69587199,0.00000000,1.10262208,0.00000000,18.06170615,0.00000000,
836,75972.00000000,14.13071159,0.00000000,3.71844037,0.00000000,1.17261918,0.00000000,20.85868636,0.00000000,
837,76065.00000000,13.51723707,0.00000000,3.58787812,0.00000000,1.18114753,0.00000000,20.56825140,0.00000000,
838,76157.00000000,14.29547454,0.00000000,3.57875556,0.00000000,1.13975316,0.00000000,20.73593140,0.00000000,
839,76247.00000000,14.00238156,0.00000000,3.71790062,0.00000000,1.02283003,0.00000000,20.91705342,0.00000000,
840,76336.00000000,14.28947215,0.00000000,3.58296924,0.00000000,1.09709761,0.00000000,20.55651610,0.00000000,
841,76427.00000000,14.69596936,0.00000000,3.72222801,0.00000000,1.02961342,0.00000000,20.20750141,0.00000000,
842,76519.00000000,14.69895103,0.00000000,3.60143995,0.00000000,1.07445059,0.00000000,19.74536642,0.00000000,
843,76616.00000000,14.25504997,0.00000000,3.56474095,0.00000000,1.08331448,0.00000000,20.73468009,0.00000000,
844,76706.00000000,13.92348868,0.00000000,3.61090071,0.00000000,1.18095254,0.00000000,19.63032147,0.00000000,
845,76795.00000000,13.93425637,0.00000000,3.57305600,0.00000000,1.15227415,0.00000000,18.45333733,0.00000000,
846,76886.00000000,13.36613595,0.00000000,3.70805508,0.00000000,1.05595534,0.00000000,18.10835048,0.00000000,
847,76976.00000000,13.83544245,0.00000000,3.46925424,0.00000000,1.14785203,0.00000000,19.88600321,0.00000000,
848,77067.00000000,14.13054311,0.00000000,3.59766497,0.00000000,1.10106415,0.00000000,21.33768927,0.00000000,
849,77157.00000000,13.28559064,0.00000000,3.60296232,0.00000000,1.07107683,0.00000000,19.79410764,0.00000000,
850,77247.00000000,13.11879820,0.00000000,3.49306098,0.00000000,1.10451731,0.00000000,21.60121074,0.00000000,
851,77339.00000000,14.06682308,0.00000000,3.61013276,0.00000000,1.14058745,0.00000000,20.96745396,0.00000000,
852,77428.00000000,13.97846447,0.00000000,3.62767451,0.00000000,1.13539949,0.00000000,20.90728620,0.00000000,
853,77516.00000000,13.29913375,0.00000000,3.61613560,0.00000000,1.03833076,0.00000000,20.29301769,0.00000000,
854,77605.00000000,12.66731293,0.00000000,3.62677406,0.00000000,1.18945922,0.00000000,18.57679456,0.00000000,
855,77694.00000000,13.75166267,0.00000000,3.62235474,0.00000000,1.11256085,0.00000000,20.90199710,0.00000000,
856,77783.00000000,13.81001369,0.00000000,3.61397135,0.00000000,1.07726388,0.00000000,20.25371537,0.00000000,
857,77873.00000000,13.89911634,0.00000000,3.61866871,0.00000000,1.08544509,0.00000000,20.66369181,0.00000000,
858,77966.00000000,14.32191813,0.00000000,3.54196554,0.00000000,1.11341185,0.00000000,18.48682904,0.00000000,
859,78058.00000000,13.78418990,0.00000000,3.65206265,0.00000000,1.13095675,0.00000000,18.70042801,0.00000000,
860,78147.00000000,13.07236859,0.00000000,3.64048811,0.00000000,1.11374591,0.00000000,20.55963834,0.00000000,
861,78241.00000000,13.17855414,0.00000000,3.54160488,0.00000000,1.17024849,0.00000000,21.16932063,0.00000000,
862,78330.00000000,13.58325450,0.00000000,3.65641570,0.00000000,1.09462294,0.00000000,19.24009144,0.00000000,
863,78423.00000000,13.71743884,0.00000000,3.52002759,0.00000000,1.19928620,0.00000000,20.68615030,0.00000000,
864,78513.00000000,13.62104862,0.00000000,3.65710412,0.00000000,1.09430460,0.00000000,19.82656150,0.00000000,
865,78604.00000000,13.51883389,0.00000000,3.52112225,0.00000000,1.15058188,0.00000000,21.02575824,0.00000000,
866,78695.00000000,13.07601102,0.00000000,3.64595434,0.00000000,1.09691295,0.00000000,21.26587476,0.00000000,
867,78783.00000000,13.00828576,0.00000000,3.66609869,0.00000000,1.18137722,0.00000000,21.85014101,0.00000000,
868,78873.00000000,12.99472336,0.00000000,3.79672886,0.00000000,1.06092570,0.00000000,22.20803630,0.00000000,
869,78966.00000000,13.67755790,0.00000000,3.64870302,0.00000000,1.07469425,0.00000000,20.91767221,0.00000000,
870,79055.00000000,13.65508449,0.00000000,3.64855421,0.00000000,1.01978351,0.00000000,23.18538883,0.00000000,
871,79145.00000000,13.46431568,0.00000000,3.65965044,0.00000000,1.12760292,0.00000000,20.44573276,0.00000000,
872,79237.00000000,13.33235699,0.00000000,3.66876629,0.00000000,1.13337050,0.00000000,21.89125696,0.00000000,
873,79328.00000000,12.94642955,0.00000000,3.65081647,0.00000000,1.11686434,0.00000000,23.09821686,0.00000000,
874,79419.00000000,12.87092204,0.00000000,3.65197529,0.00000000,1.10769045,0.00000000,22.51950634,0.00000000,
875,79508.00000000,12.82744035,0.00000000,3.54172854,0.00000000,1.04424971,0.00000000,20.08586944,0.00000000,
876,79600.00000000,13.31869239,0.00000000,3.80555873,0.00000000,1.15475775,0.00000000,21.51767008,0.00000000,
877,79692.00000000,13.33549254,0.00000000,3.66031861,0.00000000,1.11870112,0.00000000,21.73143152,0.00000000,
878,79780.00000000,12.73467965,0.00000000,3.76726208,0.00000000,1.18714231,0.00000000,22.50968404,0.00000000,
879,79869.00000000,12.75928080,0.00000000,3.65125497,0.00000000,1.15262228,0.00000000,19.16747175,0.00000000,
880,79961.00000000,12.72822028,0.00000000,3.66569818,0.00000000,1.14667524,0.00000000,19.86981643,0.00000000,
881,80053.00000000,13.38054828,0.00000000,3.54973267,0.00000000,1.15930753,0.00000000,21.22334989,0.00000000,
882,80141.00000000,13.42607544,0.00000000,3.67149734,0.00000000,1.08601133,0.00000000,21.27341024,0.00000000,
883,80234.00000000,12.65541039,0.00000000,3.70597547,0.00000000,1.15726610,0.00000000,21.69373013,0.00000000,
884,80323.00000000,12.69804369,0.00000000,3.69602570,0.00000000,1.03855567,0.00000000,22.43679261,0.00000000,
885,80415.00000000,13.92522437,0.00000000,3.55752216,0.00000000,1.20829621,0.00000000,22.72071731,0.00000000,
886,80505.00000000,12.70594952,0.00000000,3.56670485,0.00000000,1.12701389,0.00000000,20.26591959,0.00000000,
887,80593.00000000,12.56887558,0.00000000,3.56315655,0.00000000,1.03286586,0.00000000,19.13816981,0.00000000,
888,80683.00000000,13.93793061,0.00000000,3.82464556,0.00000000,1.10848726,0.00000000,23.21627808,0.00000000,
889,80774.00000000,12.65031930,0.00000000,3.55049271,0.00000000,1.11394849,0.00000000,22.62908414,0.00000000,
890,80865.00000000,13.12782676,0.00000000,3.69969862,0.00000000,1.26398907,0.00000000,18.96576406,0.00000000,
891,80956.00000000,13.03620031,0.00000000,3.68769830,0.00000000,1.16534846,0.00000000,20.66113515,0.00000000,
892,81046.00000000,12.55191103,0.00000000,3.55893436,0.00000000,1.05337057,0.00000000,20.28738457,0.00000000,
893,81135.00000000,12.56120303,0.00000000,3.71374598,0.00000000,1.11971923,0.00000000,17.58690718,0.00000000,
894,81224.00000000,12.95077433,0.00000000,3.71585508,0.00000000,1.07875666,0.00000000,22.51982158,0.00000000,
895,81317.00000000,13.13671696,0.00000000,3.84252400,0.00000000,1.18011342,0.00000000,19.58762502,0.00000000,
896,81408.00000000,12.42739526,0.00000000,3.71365226,0.00000000,1.08376532,0.00000000,20.60673314,0.00000000,
897,81500.00000000,11.86280836,0.00000000,3.56469055,0.00000000,1.11407951,0.00000000,21.01254521,0.00000000,
898,81589.00000000,12.83471891,0.00000000,3.57786940,0.00000000,1.09378573,0.00000000,21.53523954,0.00000000,
899,81681.00000000,11.86735804,0.00000000,3.82683074,0.00000000,1.18663117,0.00000000,19.76407993,0.00000000,
900,81773.00000000,12.39956193,0.00000000,3.47297037,0.00000000,1.18886300,0.00000000,22.71794094,0.00000000,
901,81866.00000000,11.77792767,0.00000000,3.67366772,0.00000000,1.09077846,0.00000000,23.66513224,0.00000000,
902,81957.00000000,12.36683365,0.00000000,3.70964600,0.00000000,1.04782107,0.00000000,22.60563643,0.00000000,
903,82046.00000000,12.31525623,0.00000000,3.70350611,0.00000000,0.98352076,0.00000000,21.79488786,0.00000000,
904,82137.00000000,12.27409042,0.00000000,3.99091007,0.00000000,1.11364101,0.00000000,23.15414706,0.00000000,
905,82229.00000000,12.86773400,0.00000000,3.99539851,0.00000000,1.17716008,0.00000000,22.08199602,0.00000000,
906,82321.00000000,13.46364864,0.00000000,3.73470624,0.00000000,1.14574389,0.00000000,19.26183318,0.00000000,
907,82411.00000000,12.83907830,0.00000000,3.73336903,0.00000000,1.14879596,0.00000000,20.58691242,0.00000000,
908,82503.00000000,12.17181951,0.00000000,3.88359705,0.00000000,1.08590078,0.00000000,21.70352712,0.00000000,
909,82593.00000000,12.81351821,0.00000000,3.61085716,0.00000000,1.20080408,0.00000000,20.91281755,0.00000000,
910,82683.00000000,12.17230704,0.00000000,3.85676358,0.00000000,1.12865654,0.00000000,22.77249698,0.00000000,
911,82776.00000000,11.59912662,0.00000000,3.70424426,0.00000000,1.03051449,0.00000000,19.54207647,0.00000000,
912,82864.00000000,12.14365558,0.00000000,3.48969823,0.00000000,1.20479477,0.00000000,20.80712610,0.00000000,
913,82955.00000000,13.41502269,0.00000000,3.60917969,0.00000000,1.24023418,0.00000000,21.15479695,0.00000000,
914,83044.00000000,12.03045110,0.00000000,3.62948424,0.00000000,1.22157709,0.00000000,20.44380736,0.00000000,
915,83136.00000000,12.07308130,0.00000000,3.88085389,0.00000000,1.17669861,0.00000000,19.88922817,0.00000000,
916,83225.00000000,12.00071201,0.00000000,3.74722339,0.00000000,1.09588967,0.00000000,20.95953084,0.00000000,
917,83317.00000000,12.06331286,0.00000000,3.73999319,0.00000000,1.07822136,0.00000000,22.18575520,0.00000000,
918,83410.00000000,11.51400525,0.00000000,3.72968130,0.00000000,1.12429118,0.00000000,24.22805201,0.00000000,
919,83503.00000000,11.93843821,0.00000000,3.84446042,0.00000000,1.10665046,0.00000000,22.37100929,0.00000000,
920,83595.00000000,12.37612317,0.00000000,3.76183622,0.00000000,1.19025304,0.00000000,21.34832930,0.00000000,
921,83688.00000000,12.08908255,0.00000000,3.76668175,0.00000000,1.18268678,0.00000000,25.62321923,0.00000000,
922,83780.00000000,12.52027870,0.00000000,3.75271354,0.00000000,1.19447683,0.00000000,22.51642506,0.00000000,
923,83870.00000000,11.85732586,0.00000000,3.76379637,0.00000000,1.11414607,0.00000000,23.07061692,0.00000000,
924,83960.00000000,11.90350419,0.00000000,3.62071938,0.00000000,1.14736339,0.00000000,21.81397768,0.00000000,
925,84052.00000000,12.56914404,0.00000000,3.75628255,0.00000000,1.24123953,0.00000000,21.47470290,0.00000000,
926,84142.00000000,11.38638748,0.00000000,3.63947041,0.00000000,1.17179850,0.00000000,21.28255764,0.00000000,
927,84231.00000000,12.40628873,0.00000000,3.87085313,0.00000000,1.32855441,0.00000000,23.11477987,0.00000000,
928,84328.00000000,11.79327576,0.00000000,3.75248653,0.00000000,1.13693652,0.00000000,25.66061051,0.00000000,
929,84417.00000000,11.92762617,0.00000000,3.77155981,0.00000000,1.24493211,0.00000000,20.06100325,0.00000000,
930,84509.00000000,11.77964123,0.00000000,3.64505325,0.00000000,1.17741736,0.00000000,20.43168043,0.00000000,
931,84602.00000000,11.79053435,0.00000000,3.63491278,0.00000000,1.05899613,0.00000000,22.15995193,0.00000000,
932,84693.00000000,11.82707267,0.00000000,3.77854426,0.00000000,1.22333069,0.00000000,21.64232025,0.00000000,
933,84785.00000000,11.83287326,0.00000000,3.92390914,0.00000000,1.15198899,0.00000000,21.69191773,0.00000000,
934,84874.00000000,10.69623642,0.00000000,3.66402577,0.00000000,1.16604538,0.00000000,21.40351097,0.00000000,
935,84966.00000000,12.27844320,0.00000000,3.66428886,0.00000000,1.11664468,0.00000000,21.66627026,0.00000000,
936,85056.00000000,11.72611466,0.00000000,3.64465106,0.00000000,1.18164993,0.00000000,23.36983845,0.00000000,
937,85146.00000000,11.63190705,0.00000000,3.54372092,0.00000000,1.16814350,0.00000000,23.06034300,0.00000000,
938,85236.00000000,11.70286903,0.00000000,3.80655020,0.00000000,1.16299752,0.00000000,21.93256870,0.00000000,
939,85327.00000000,11.68108826,0.00000000,3.65438767,0.00000000,1.14349516,0.00000000,23.27583658,0.00000000,
940,85419.00000000,12.05699637,0.00000000,3.66702556,0.00000000,1.23110969,0.00000000,21.72269307,0.00000000,
941,85512.00000000,11.66501905,0.00000000,3.79597207,0.00000000,1.19011664,0.00000000,23.26978189,0.00000000,
942,85603.00000000,11.16864178,0.00000000,3.54077452,0.00000000,1.26536921,0.00000000,22.72628219,0.00000000,
