;produkt;produkt;produkt;produkt;silan;silan;silan;heksen;heksen;heksen;heksen;heksen;all;product sum;silane sum;hexene sum
czas (s);Integral(3,343730,3,256018);Integral(3,722376,3,681636);Integral(3,756886,3,722376);Integral(4,078496,3,994139);Integral(3,406997,3,343730);Integral(3,832615,3,756886);Integral(6,564104,6,422073);Integral(3,679897,3,599926);Integral(4,129027,4,079348);Integral(4,857709,4,668059);Integral(7,838666,7,616258);Integral(8,647265,8,440374);Integral(10,387961,2,952301);;;
2685;595,387;254,001;405,11;384,519;176,904;502,62;13,3104;212,759;369,048;75,5084;65,2365;18,544;7185,49;1639,017;692,8344;741,0959
2690;589,955;252,314;401,644;382,929;178,035;510,991;13,1242;207,832;374,404;77,7763;64,1018;17,6318;7178,99;1626,842;702,1502;741,7459
2695;587,879;249,937;400,458;381,601;179,306;516,83;12,9547;202,359;377,34;78,6824;64,0032;17,7468;7178,41;1619,875;709,0907;740,1314
2700;589,165;251,348;400,682;381,908;178,434;515,347;12,7936;203,457;377,22;78,1909;63,6267;16,9087;7179,73;1623,103;706,5746;739,4033
2705;591,308;252,494;402,101;382,973;177,578;513,229;12,6722;205,716;376,943;77,8007;63,5703;16,7344;7188,21;1628,876;703,4792;740,7644
2710;594,074;253,011;403,858;384,019;176,871;510,309;12,5774;207,609;375,389;76,5318;63,5781;17,3689;7192,41;1634,962;699,7574;740,4768
2715;595,569;254,59;403,95;385,002;174,672;506,979;12,527;209,193;375,271;75,9703;63,3899;16,9752;7188,47;1639,111;694,178;740,7994
2720;591,143;251,902;401,61;382,161;177,107;515,319;12,3367;203,024;379,053;77,3237;62,7847;16,6273;7180,2;1626,816;704,7627;738,8127
2725;592,363;252,177;402,138;383,537;176,214;514,864;12,2893;203,658;379,556;77,9702;62,516;17,0978;7186,31;1630,215;703,3673;740,798
2730;592,824;252,09;403,623;383,285;176,56;514,29;12,1968;202,815;379,404;77,2582;62,3469;16,2406;7187,3;1631,822;703,0468;738,0647
2735;592,075;251,968;400,506;381,482;177,216;519,29;12,096;200,299;381,938;77,6357;62,196;16,829;7187,25;1626,031;708,602;738,8977
2740;593,686;252,715;403,09;382,818;176,021;515,266;12,0045;202,751;380,562;76,5277;61,9395;16,4879;7190,02;1632,309;703,2915;738,2681
2745;593,501;251,672;401,639;382,661;176,48;518,699;11,7683;198,9;381,746;77,1401;62,1308;16,8635;7190,31;1629,473;706,9473;736,7804
2750;598,731;256,481;404,709;387,647;171,748;508,554;11,696;205,162;378,264;76,316;61,9541;16,1019;7197,55;1647,568;691,998;737,798
2755;606,644;260,716;405,435;390,033;168,386;499,659;11,7454;213,208;373,61;72,8692;62,6935;17,7646;7206,04;1662,828;679,7904;740,1453
2760;596,585;253,249;403,057;383,452;174,607;516,708;11,5315;197,917;381,515;76,3882;61,1316;15,9035;7188,7;1636,343;702,8465;732,8553
2765;599,179;254,717;404,789;384,515;173,696;513,287;11,4147;202,331;381,159;75,7386;61,1654;15,8068;7197,09;1643,2;698,3977;736,2008
2770;598,03;254,211;403,256;383,128;174,247;516,555;11,17;200,364;382,727;75,7063;60,8044;15,3113;7192,8;1638,625;701,972;734,913
2775;599,438;255,404;403,323;384,888;172,513;514,379;11,1809;200,809;382,562;75,5449;60,5532;15,6698;7194,48;1643,053;698,0729;735,1389
2780;599,595;255,633;404,709;385,728;171,461;512,334;11,0735;200,579;382,111;75,5116;60,5253;15,5704;7190,93;1645,665;694,8685;734,2973
2785;598,257;254,313;403,217;382,79;173,802;517,839;10,9093;197,808;385,029;75,7092;60,3202;15,5578;7193,52;1638,577;702,5503;734,4242
2790;599,103;254,716;403,315;383,49;173,234;517,947;10,8293;198,681;385,22;75,3327;60,3048;15,9125;7197,15;1640,624;702,0103;735,451
2795;602,913;256,667;404,972;386,3;170,443;512,512;10,6976;200,339;382,729;74,6286;59,9164;15,4257;7197,2;1650,852;693,6526;733,0387
2800;607,158;258,516;405,788;387,587;169,199;507,79;10,6317;205,944;379,788;72,5064;60,5066;16,446;7205,24;1659,049;687,6207;735,191
2805;605,726;257,41;407,129;387,625;169,616;510,259;10,5935;202,371;381,917;74,1392;59,9302;15,5917;7206,09;1657,89;690,4685;733,9491
2810;607,957;258,658;407,236;388,605;168,435;508,007;10,2956;203,428;381,29;73,2379;59,879;15,4855;7206,81;1662,456;686,7376;733,3204
2815;601,045;254,008;403,5;382,588;173,424;521,681;10,3522;193,752;387,271;74,8593;59,8472;15,696;7201,48;1641,141;705,4572;731,4255
2820;605,907;257,856;405,711;386,328;168,986;511,332;10,2393;201,529;383,905;73,6096;59,0966;14,7079;7198,02;1655,802;690,5573;732,8481
2825;605,875;258,386;405,369;387,909;167,948;512,065;10,2582;199,284;384,395;73,8893;59,3371;15,418;7203,52;1657,539;690,2712;732,3234
2830;604,841;257,334;403,669;385,545;169,68;516,555;10,1548;197,794;386,451;73,8977;59,0613;15,0083;7203,58;1651,389;696,3898;732,2123
2835;606,835;257,829;407,316;386,231;168,846;511,292;9,96216;200,467;384,407;72,6888;59,1579;14,7169;7205,14;1658,211;690,10016;731,4376
2840;614,15;263,425;408,269;391,361;163,196;499,755;9,91858;209,555;378,852;70,0083;60,0291;16,211;7212,18;1677,205;672,86958;734,6554
2845;607,603;257,781;408,176;387,136;168,963;512,816;9,82756;197,241;385,838;73,4976;58,434;14,501;7208,46;1660,696;691,60656;729,5116
2850;606,389;258,058;403,943;386,489;167,977;516,527;9,60195;196,724;387,485;73,6542;58,4419;15,0749;7205,57;1654,879;694,10595;731,38
2855;613,112;261,694;408,551;389,526;164,972;505,238;9,65978;203,894;382,513;70,9586;58,8173;15,1894;7212,78;1672,883;679,86978;731,3723
2860;613,526;262,49;406,772;391,226;163,131;505,121;9,41309;203,414;382,401;71,6396;58,7822;14,9792;7207,26;1674,014;677,66509;731,216
2865;611,036;260,782;408,013;389,366;165,276;509,064;9,40645;201,546;385,131;71,8608;58,2336;14,6441;7215,53;1669,197;683,74645;731,4155
2870;607,704;258,836;405,746;387,481;166,923;515,432;9,35651;196,252;388,556;73,2028;57,9243;14,6111;7209,87;1659,767;691,71151;730,5462
2875;609,343;257,974;407,258;387,002;167,386;514,709;9,31469;196,268;388,198;72,6683;57,8193;14,6565;7208,74;1661,577;691,40969;729,6101
2880;618,757;265,255;409,126;392,232;161,119;499,921;9,21232;207,723;380,851;68,9843;58,8695;15,6783;7217,89;1685,37;670,25232;732,1061
2885;614,277;261,22;409,569;389,165;164,244;507,258;9,15201;202,102;385,033;70,5921;58,0072;14,6558;7214,22;1674,231;680,65401;730,3901
2890;612,332;261,165;407,974;388,063;164,793;510,271;8,96522;199,056;386,973;71,0318;57,6531;14,4933;7209,88;1669,534;684,02922;729,2072
2895;610,713;259,417;405,924;387,551;165,98;515,314;8,95276;196,311;389,621;72,1841;57,1314;14,0206;7208,84;1663,605;690,24676;729,2681
2900;609,963;258,355;406,054;386,108;166,847;517,421;8,86055;193,111;390,523;72,4527;57,2883;14,8483;7206,82;1660,48;693,12855;728,2233
2905;613,748;260,88;408,627;389,232;164,161;510,817;8,80495;198,296;388,114;71,3294;56,9406;13,4351;7212,54;1672,487;683,78295;728,1151
2910;614,268;261,351;406,398;389,716;163,608;513,108;8,69517;196,806;388,698;71,7069;56,8847;14,292;7214,12;1671,733;685,41117;728,3876
2915;622,134;265,515;410,445;393,189;159,926;501,406;8,66097;205,385;383,172;68,212;57,5899;15,2136;7226,63;1691,283;669,99297;729,5725
2920;618,204;263,386;409,76;390,642;161,72;505,671;8,51055;201,449;386,036;69,1543;57,1953;14,4927;7216,76;1681,992;675,90155;728,3273
2925;614,356;260,616;407,785;389,251;163,619;513,59;8,49874;194,656;389,766;71,3023;56,2563;13,8896;7211,7;1672,008;685,70774;725,8702
2930;617,505;262,95;409,184;391,514;161,255;508,319;8,31146;199,004;387,876;70,3302;56,3883;13,8142;7215,74;1681,153;677,88546;727,4127
2935;615,532;262,07;407,798;389,43;162,086;511,53;8,24908;195,379;389,926;70,6646;56,3795;13,6284;7209,61;1674,83;681,86508;725,9775
2940;618,311;263,465;409,395;391,678;160,21;507,409;8,24473;199,285;388,257;70,1633;56,3183;13,5197;7215,67;1682,849;675,86373;727,5433
2945;616,215;261,183;408,994;389,073;163,239;512,881;8,07772;195,762;391,363;70,78;56,0779;12,9882;7215,29;1675,465;684,19772;726,9711
2950;625,428;266,668;411,42;393,58;158,315;500,484;8,03709;206,165;384,096;66,8268;57,2585;15,2661;7231,01;1697,096;666,83609;729,6124
2955;619,935;263,371;410,561;391,379;160,608;508,502;8,00916;196,636;388,56;69,4576;55,8565;13,2779;7218,56;1685,246;677,11916;723,788
2960;617,816;262,749;409,96;390,101;161,231;509,934;8,03233;195,977;389,846;70,0131;55,5625;13,262;7212,91;1680,626;679,19733;724,6606
2965;618,403;263,359;407,289;391,249;160,587;512,891;7,91172;194,304;390,832;70,6205;55,5766;13,5477;7218,68;1680,3;681,38972;724,8808
2970;618,582;261,98;409,751;388,307;162,697;513,601;7,73713;194,44;391,742;69,2592;55,758;13,1635;7222,16;1678,62;684,03513;724,3627
2975;623,175;266,049;410,32;393,085;158,196;504,923;7,72427;200,965;388,043;67,8661;56,0496;14,0791;7227,3;1692,629;670,84327;727,0028
2980;615,166;260,999;406,567;387,79;162,267;517,509;7,64548;190,863;395,009;70,3787;55,9146;14,8642;7215,42;1670,522;687,42148;727,0295
2985;623,714;265,217;412,062;392,769;158,51;505,233;7,57505;198,637;388,105;67,872;55,6005;13,3834;7225,15;1693,762;671,31805;723,5979
2990;620,132;263,892;410,049;391,221;159,365;509,69;7,38071;195,658;391,412;69,2941;54,8827;13,0391;7216,56;1685,294;676,43571;724,2859
2995;622,669;264,709;408,425;392,814;158,227;510,135;7,55343;195,252;391,273;69,7855;55,0601;13,4656;7217,41;1688,617;675,91543;724,8362
3000;618,907;262,041;405,267;388,681;161,177;517,905;7,24666;192,685;394,324;69,7682;54,9208;13,4152;7215,03;1674,896;686,32866;725,1132
3005;624,183;265,361;411,608;393,223;157,778;506,364;7,27832;196,441;390,068;68,2977;54,7528;12,9711;7220,33;1694,375;671,42032;722,5306
3010;629,74;268,437;412,509;394,653;155,332;499,909;7,39294;204,143;386,458;65,743;55,4839;14,145;7232,39;1705,339;662,63394;725,9729
3015;624,017;264,881;410,827;392,177;158,021;508,451;7,08363;196,445;391,78;68,2422;54,6216;13,1305;7222,23;1691,902;673,55563;724,2193
3020;622,717;264,733;410,599;391,867;157,875;509,5;7,108;194,261;392,613;68,5935;54,0789;12,6773;7217,99;1689,916;674,483;722,2237
3025;625,305;265,838;411,799;393,73;156,533;506,668;7,02187;196,266;390,841;67,9166;54,1894;12,6499;7223,02;1696,672;670,22287;721,8629
3030;626,362;266,374;411,492;393,869;156,144;505,906;6,98354;197,707;390,704;67,6404;54,1736;13,0142;7222,14;1698,097;669,03354;723,2392
3035;623,507;265,367;408,339;392,289;157,268;512,151;6,90902;193,464;394,016;68,9771;53,9995;12,9014;7221,44;1689,502;676,32802;723,358
3040;623,005;265,209;410,313;391,058;157,854;510,882;6,94732;194,404;394,371;68,451;54,1033;12,0629;7219,2;1689,585;675,68332;723,3922
3045;625,238;265,845;411,742;392,746;156,327;507,04;6,83892;196,418;392,62;67,6771;53,6476;12,1512;7219,64;1695,571;670,20592;722,5139
3050;626,84;265,896;411,156;392,216;156,916;509,062;6,64638;195,566;392,407;67,0607;53,7941;12,3259;7225,16;1696,108;672,62438;721,1537
3055;625,787;265,481;410,36;391,034;157,462;511,242;6,69634;193,577;393,689;67,3051;53,6624;12,3016;7223,33;1692,662;675,40034;720,5351
3060;623,402;263,993;406,973;389,571;158,657;517,127;6,62651;189,642;396,242;68,1753;53,8549;12,839;7217,39;1683,939;682,41051;720,7532
3065;625,251;265,829;408,208;392,23;156,737;513,081;6,52928;192,372;395,62;68,448;53,9639;12,6077;7224,1;1691,518;676,34728;723,0116
3070;623,566;264,13;406,836;389,398;158,496;518,336;6,49127;190,826;397,924;68,7666;53,7797;13,4385;7224,6;1683,93;683,32327;724,7348
3075;632,03;269,321;413,948;395,602;153,055;500,621;6,44053;200,475;390,029;65,2412;53,8826;12,893;7230,74;1710,901;660,11653;722,5208
3080;634,246;270,761;414,007;396,063;151,799;497,607;6,34476;203,017;388,264;64,0676;54,1057;13,5419;7230,8;1715,077;655,75076;722,9962
3085;634,928;271,13;414,155;397,195;151,227;497,716;6,3607;202,257;388,061;64,6851;53,9814;12,9351;7233,7;1717,408;655,3037;721,9196
3090;628,376;266,622;411,728;393,937;154,264;507,057;6,21305;194,336;393,569;67,1598;52,9837;11,6701;7216,47;1700,663;667,53405;719,7186
3095;627,07;265,965;411,86;391,685;156,099;510,744;6,19409;192,291;395,543;67,1844;52,7825;11,8616;7223,32;1696,58;673,03709;719,6625
3100;626,268;264,739;409,479;390,619;157,271;515,357;6,1442;190,323;397,193;67,7176;52,3792;11,8462;7221,95;1691,105;678,7722;719,459
3105;627,782;266,314;409,016;393,033;155,47;514,258;6,05497;190,206;396,348;67,5915;52,7524;12,2113;7227,44;1696,145;675,78297;719,1092
3110;637,606;272,704;412,504;398,987;149,237;498,324;6,08782;202,753;388,3;63,6365;53,5897;13,036;7239,27;1721,801;653,64882;721,3152
3115;629,229;267,649;407,741;392,539;154,475;513,356;5,8903;193,842;396,426;66,5896;52,551;11,8126;7226,64;1697,158;673,7213;721,2212
3120;627,469;265,74;408,861;390,647;156,275;516,415;5,9714;189,262;397,644;66,9357;52,2051;11,6745;7225,63;1692,717;678,6614;717,7213
3125;628,049;266,825;410,454;391,844;154,998;513,635;5,80466;189,458;397,811;67,0372;52,5386;11,9804;7227,32;1697,172;674,43766;718,8252
3130;626,726;265,355;408,741;390,223;156,643;517,659;5,69447;188,099;400,505;67,3352;52,5771;12,9396;7229,53;1691,045;679,99647;721,4559
3135;627,234;266,012;406,889;390,871;155,86;518,797;5,86308;187,192;400,239;67,2955;52,8498;13,7306;7230,48;1691,006;680,52008;721,3069
3140;631,587;269,202;411,72;395,471;151,647;507,057;5,80119;193,27;395,408;66,4293;51,8178;11,4304;7223,67;1707,98;664,50519;718,3555
3145;637,546;272,504;413,73;397,082;149,252;498,915;5,63159;200,882;391,186;63,1595;53,0477;12,8864;7235,78;1720,862;653,79859;721,1616
3150;628,748;266,252;410,493;391,193;154,116;511,886;5,48216;191,16;397,31;66,24;51,5143;11,1455;7213,69;1696,686;671,48416;717,3698
3155;632,115;269,315;411,495;394,124;150,991;504,47;5,40482;194,282;393,485;65,0856;52,0127;11,7877;7209,79;1707,049;660,86582;716,653
3160;635,024;270,943;412,708;395,203;148,736;497,762;5,44881;200,041;390,942;63,0993;52,435;12,4972;7209,23;1713,878;651,94681;719,0145
3165;638,525;272,588;414,663;396,69;149,19;499,41;5,46803;201,141;391,708;62,9042;52,5994;12,6466;7241,01;1722,466;654,06803;720,9992
3170;628,523;265,363;411,812;390,538;155,603;515,815;5,34039;185,944;400,053;66,5965;51,6452;11,7575;7227,35;1696,236;676,75839;715,9962
3175;634,823;270,416;413,2;396,765;149,921;504,697;5,22441;195,738;395,344;65,3447;51,2414;11,3749;7231,34;1715,204;659,84241;719,043
3180;631,63;268,269;410,684;393,717;152,16;511,615;5,27175;190,226;398,69;66,3646;51,6489;11,8669;7225,56;1704,3;669,04675;718,7964
3185;630,452;266,855;411,356;391,676;154,045;514,063;5,26297;188,863;399,849;65,7965;51,1488;11,0661;7226,19;1700,339;673,37097;716,7234
3190;631,812;268,299;409,726;393,033;152,253;513,489;5,17162;189,863;399,318;65,8584;51,2563;11,027;7227,07;1702,87;670,91362;717,3227
3195;632,631;268,75;408,058;394,254;151,439;514,241;5,21757;190,155;399,48;66,0503;51,0303;11,0249;7227,58;1703,693;670,89757;717,7405
3200;632,594;268,296;412,646;392,513;152,164;510,44;5,00526;190,954;399,515;65,5921;50,929;10,9424;7225,57;1706,049;667,60926;717,9325
3205;633,017;268,582;411,595;393,842;151,826;512,44;5,08669;188,931;399,851;65,6917;51,0866;11,3126;7231,96;1707,036;669,35269;716,8729
3210;636,909;271,523;412,611;396,764;148,506;505,547;5,11238;194,711;397,135;64,8035;51,0523;10,9403;7231,85;1717,807;659,16538;718,6421
3215;634,891;269,366;411,818;394,183;150,955;511,18;4,86291;190,268;399,765;65,4133;50,8363;10,9837;7232,79;1710,258;666,99791;717,2663
3220;642,939;274,447;415,916;398,875;146,507;496,636;5,03909;201,761;392,492;61,637;52,2844;12,7636;7244,4;1732,177;648,18209;720,938
3225;635,122;269,215;411,913;393,692;151,184;511,839;4,92213;189,769;400,358;65,6057;50,3991;10,5263;7231,16;1709,942;667,94513;716,6581
3230;634,668;269,194;411,747;393,256;151,405;513,363;4,81018;188,582;400,893;65,3132;50,6214;11,2055;7235,5;1708,865;669,57818;716,6151
3235;637,473;270,814;414,259;395,931;149,231;505,836;4,73391;193,053;398,186;64,3102;50,339;10,8851;7231,91;1718,477;659,80091;716,7733
3240;635,514;269,192;413,97;394,032;150,659;509,534;4,64125;190,362;399,584;64,8547;50,0505;10,5831;7228,51;1712,708;664,83425;715,4343
3245;637,218;270,512;415,685;395,984;149,28;506,744;4,71816;190,133;399,09;64,8403;50,1325;10,5869;7232,77;1719,399;660,74216;714,7827
3250;635,046;268,681;413,72;393,02;151,284;512,069;4,53091;187,993;401,472;64,8226;50,2598;10,9409;7232,9;1710,467;667,88391;715,4883
3255;637,75;271,256;410,808;396,198;148,474;510,788;4,6247;190,335;400,034;64,8511;50,1325;10,4578;7235,59;1716,012;663,8867;715,8104
3260;636,423;269,862;409,623;394,036;150,242;514,832;4,49319;187,492;401,026;64,9205;50,0399;10,8889;7232,08;1709,944;669,56719;714,3673
3265;640,539;272,357;413,524;396,953;147,983;507,006;4,50299;192,59;397,922;63,4201;50,3912;10,7256;7239,35;1723,373;659,49199;715,0489
3270;637,256;269,852;413,288;394,888;149,89;512,068;4,46361;188,745;402,079;65,0007;50,1588;10,9945;7239,66;1715,284;666,42161;716,978
3275;639,276;272,242;415,26;397,538;147,165;505,79;4,37788;190,533;399,286;64,0685;49,813;10,2381;7237,47;1724,316;657,33288;713,9386
3280;648,002;277,756;417,125;402,365;142,105;492,598;4,29418;202,581;392,405;60,541;51,01;12,126;7250,63;1745,248;638,99718;718,663
3285;642,272;273,09;415,447;397,396;147,149;505,623;4,28289;193,587;399,274;63,2317;50,0664;10,7123;7247,21;1728,205;657,05489;716,8714
3290;640,18;271,829;413,974;395,976;148,614;510,427;4,25367;191,222;401,968;64,0044;50,0091;10,3943;7251,1;1721,959;663,29467;717,5978
3295;637,808;269,345;411,008;392,646;151,665;518,673;4,09474;186,82;404,441;64,5133;49,7591;10,381;7248,31;1710,807;674,43274;715,9144
3300;640,502;271,29;410,646;395,832;148,761;514,729;4,14114;188,187;402,104;64,225;49,6615;10,3668;7245,92;1718,27;667,63114;714,5443
3305;640,625;272,16;411,508;396,854;147,882;512,896;4,17362;190,642;402,113;64,2445;49,686;10,0445;7249,62;1721,147;664,95162;716,73
3310;639,917;271,35;413,502;394,674;149,261;513,328;3,99187;188,621;403,767;63,9196;49,6312;10,8981;7251,8;1719,443;666,58087;716,8369
3315;649,087;277,152;417,872;400,873;143,448;497,161;4,08368;199,287;395,134;60,4581;50,3984;11,6969;7260,59;1744,984;644,69268;716,9744
3320;641,008;271,321;414,646;395,643;148,837;512,43;3,90333;187,4;403,338;64,3712;49,2554;10,3019;7250,08;1722,618;665,17033;714,6665
3325;640,823;272,103;414,467;396,418;148,166;511,403;3,95701;188,03;403,339;63,9997;49,3905;10,2997;7251,79;1723,811;663,52601;715,0589
3330;645,931;275,249;416,794;399,364;145,028;503,026;3,9514;194,908;399,257;62,0995;49,9914;10,8282;7259,99;1737,338;652,0054;717,0841
3335;646,467;275,942;415,887;400,503;143,65;502,043;3,90531;196,378;399,119;62,2065;49,6457;11,292;7255,77;1738,799;649,59831;718,6412
3340;644,512;273,74;415,335;397,895;146,058;506,844;3,86872;192,014;401,278;62,7692;49,285;10,5525;7250,48;1731,482;656,77072;715,8987
3345;644,089;273,324;415,883;397,752;146,489;507,677;3,8221;190,597;401,827;63,2717;49,1808;10,2784;7253,74;1731,048;657,9881;715,1549
3350;643,321;273,356;414,508;397,161;146,451;509,363;3,74325;190,86;403,144;63,3697;49,1434;10,1274;7253;1728,346;659,55725;716,6445
3355;641,1;271,496;410,983;395,435;147,683;515,575;3,74167;188,416;404,795;63,9782;49,1648;10,5667;7247,63;1719,014;666,99967;716,9207
3360;641,074;270,957;412,389;394,265;148,877;516,113;3,68337;187,578;405,548;63,6808;48,4798;9,39455;7249,16;1718,685;668,67337;714,68115
3365;646,761;275,179;414,624;399,82;144,321;506,397;3,63522;193,93;400,575;62,134;49,3063;10,4871;7259,18;1736,384;654,35322;716,4324
3370;645,022;273,92;417,901;398,594;145,46;505,493;3,77644;190,129;401,597;62,6711;48,6261;9,53119;7252,24;1735,437;654,72944;712,55439
3375;642,774;271,876;416,225;395,275;147,576;510,991;3,5726;187,815;404,134;62,7564;48,6553;9,95362;7249,89;1726,15;662,1396;713,31432
3380;642,409;271,837;413,141;395,154;147,49;513,382;3,47837;186,418;405,141;63,4542;48,5452;9,85342;7244,35;1722,541;664,35037;713,41182
3385;651,732;278,222;418,037;401,032;141,697;497,55;3,62112;199,281;397,822;59,5584;49,7334;11,4627;7263,28;1749,023;642,86812;717,8575
3390;643,999;272,819;415,837;396,674;146,601;511,06;3,45846;186,937;404,639;63,3378;48,5187;9,33208;7252,76;1729,329;661,11946;712,76458
3395;653,633;278,404;419,453;402,399;141,14;495,899;3,44719;198,196;396,48;59,3798;49,4812;10,8762;7263,11;1753,889;640,48619;714,4132
3400;651,221;278,13;418,132;400,482;141,47;497,581;3,40928;199,074;398,626;59,7054;49,3566;10,78;7258,57;1747,965;642,46028;717,542
3405;653,415;278,994;417,605;401,506;140,791;496,993;3,48955;200,909;398,346;59,093;49,595;11,3125;7266,46;1751,52;641,27355;719,2555
3410;643,967;273,066;415,363;396,847;145,876;511,04;3,57262;186,628;405,271;63,1024;48,4293;9,98099;7250,73;1729,243;660,48862;713,41169
3415;647,316;275,373;414,74;397,855;144,355;508,398;3,27182;191,433;403,661;61,9331;48,3969;9,6245;7256,23;1735,284;656,02482;715,0485
3420;643,797;272,353;414,01;395,525;146,62;513,319;3,30366;185,977;406,13;62,9263;48,3718;9,96539;7249,01;1725,685;663,24266;713,37049
3425;645,912;274,08;415,469;397,817;145,034;509,865;3,16814;187,672;404,875;62,8674;48,0004;9,40645;7252,82;1733,278;658,06714;712,82125
3430;645,986;273,603;415,598;396,565;145,458;510,993;3,20542;187,72;405,587;62,3482;48,0904;9,55633;7254,36;1731,752;659,65642;713,30193
3435;644,112;271,465;414,51;394,814;147,489;515,59;3,11384;183,767;407,261;63,1616;48,1072;10,1365;7252,33;1724,901;666,19284;712,4333
3440;645,509;273,942;414,85;397,735;144,427;510,714;2,97079;186,79;406,13;63,0641;47,9551;9,69354;7250,98;1732,036;658,11179;713,63274
3445;649,487;275,625;416,947;398,629;143,56;506,688;3,2154;191,007;403,577;61,2687;48,0678;9,91255;7260,03;1740,688;653,4634;713,83305
3450;647,573;274,598;416,33;399,142;143,592;508,894;2,99544;187,65;404,74;62,5175;47,7028;9,56736;7255,46;1737,643;655,48144;712,17766
3455;649,699;275,801;415,053;399,282;142,899;507,98;2,97751;190,238;403,323;61,0337;47,8939;10,0212;7257,78;1739,835;653,85651;712,5098
3460;645,671;273,075;410,859;395,669;145,531;516,974;2,98241;186,168;407,429;62,6125;47,7694;9,95111;7251,74;1725,274;665,48741;713,93001
3465;655,596;279,42;416,991;402,306;140,054;499,233;3,03963;197,624;398,862;58,5821;48,436;10,8443;7266,68;1754,313;642,32663;714,3484
3470;650,205;275,956;413,794;399,479;143,135;511,592;2,97711;187,66;404,502;62,0109;47,5069;9,40662;7260,5;1739,434;657,70411;711,08642
3475;648,537;274,145;417,541;398,071;144,323;509,423;2,81385;187,022;405,654;61,8674;47,2378;9,0115;7256,31;1738,294;656,55985;710,7927
3480;649,838;274,661;417,178;398,191;144,174;508,638;2,91523;186,739;404,405;61,4519;47,2984;8,79942;7254,19;1739,868;655,72723;708,69372
3485;647,943;274,417;414,38;397,89;144,296;512,587;2,75527;186,076;407,022;62,4544;47,5262;10,1548;7258,11;1734,63;659,63827;713,2334
3490;653,547;278,313;417,668;402,218;140,204;502,073;2,64164;192,451;401,941;60,3155;47,6443;9,37891;7261,63;1751,746;644,91864;711,73071
3495;657,667;280,426;420,068;403,43;138,236;494,891;2,77292;198,843;398,764;57,6405;48,4534;10,9281;7269,05;1761,591;635,89992;714,629
3500;649,346;274,331;418,105;397,838;143,999;508,664;2,72671;187,037;405,394;61,3168;47,2303;8,98012;7256,17;1739,62;655,38971;709,95822
3505;650,341;276,344;417,004;400,125;141,356;506,249;2,74387;189,581;404,933;61,4934;47,3575;8,77543;7256,89;1743,814;650,34887;712,14033
3510;650,085;276,203;417,39;399,069;142,207;507,606;2,63057;188,298;405,909;61,0821;47,1337;8,80109;7260,22;1742,747;652,44357;711,22389
3515;657,441;280,892;420,604;403,432;138,412;496,027;2,67549;196,792;399,923;58,2789;48,1924;10,1526;7271,47;1762,369;637,11449;713,3389
3520;651,349;275,487;415,629;399,024;142,505;509,303;2,53501;189,143;404,729;60,3331;47,2279;9,21583;7257,93;1741,489;654,34301;710,64883
3525;649,099;274,436;413,03;397,449;143,993;515,657;2,47109;184,171;408,134;61,6645;46,881;9,4282;7259,38;1734,014;662,12109;710,2787
3530;650,92;275,603;414,529;398,378;143,101;512,372;2,54532;186,419;406,5;61,038;46,9647;9,30096;7261,61;1739,43;658,01832;710,22266
3535;651,018;276,556;418,159;399,653;141,281;507,279;2,51919;186,881;406,362;61,3269;47,0272;8,72922;7259,48;1745,386;651,07919;710,32632
3540;657,887;279,556;421,251;402,025;139,326;497,145;2,35716;194,56;399,881;57,5459;47,8997;10,7613;7266,79;1760,719;638,82816;710,6479
3545;650,317;275,033;415,735;397,947;143,113;512,223;2,4102;185,525;407,914;61,4088;47,016;9,49585;7260,37;1739,032;657,7462;711,35965
3550;650,235;275,18;417,735;398,221;143,107;510,537;2,34477;185,644;407,776;61,2307;46,641;8,8926;7262,06;1741,371;655,98877;710,1843
3555;649,215;274,679;414,097;397,055;143,375;514,36;2,38329;184,5;409,976;61,8606;46,8616;10,2502;7256,77;1735,046;660,11829;713,4484
3560;651,105;276,463;415,913;399,853;140,978;508,872;2,38359;185,64;406,896;61,4686;46,5745;8,85402;7252,85;1743,334;652,23359;709,43312
3565;654,193;276,976;419,27;399,71;141,181;505,247;2,20754;190,184;405,637;59,8831;46,9004;9,47558;7264,81;1750,149;648,63554;712,08008
3570;653,304;275,946;419,618;399,37;141,673;506,542;2,22192;188,452;405,975;59,8908;46,6598;9,20578;7261,73;1748,238;650,43692;710,18338
3575;653,316;277,024;417,019;399,581;140,962;508,544;2,2818;186,624;406,766;60,7323;46,4666;9,00179;7260,63;1746,94;651,7878;709,59069
3580;660,753;281,358;419,897;403,584;136,629;495,947;2,20888;197,6;400,28;57,1226;47,647;10,5121;7268,89;1765,592;634,78488;713,1617
3585;652,767;275,721;415,833;398,953;142,272;512,986;2,06701;184,157;408,369;61,3618;46,2227;8,97235;7263,87;1743,274;657,32501;709,08285
3590;654,251;277,711;417,679;400,419;140,143;507,313;2,25063;188,419;406,736;60,3496;46,3286;8,61122;7265,05;1750,06;649,70663;710,44442
3595;654,282;276,948;417,486;399,81;140,756;508,506;2,0487;186,698;406,944;60,4936;46,1782;8,4603;7260,14;1748,526;651,3107;708,7741
3600;650,205;274,085;414,849;396,783;143,099;515,472;2,14386;182,024;410,196;61,2749;46,7624;10,1712;7258,25;1735,922;660,71486;710,4285
