ARR_DATA(I)			Integral(5.434,5.394)				Integral(5.255,5.224)				Integral(4.671,4.619)		Integral(4.027,3.987)		
88320	0	0	56.4973	0	0	0	59.2149	0	0	0	355.543	0	87.9289	0	
88409	0	0	56.8473	0	0	0	59.6082	0	0	0	356.653	0	87.4732	0	
88502	0	0	57.0811	0	0	0	59.9995	0	0	0	357.678	0	87.555	0	
88591	0	0	56.6014	0	0	0	59.5815	0	0	0	357.139	0	88.6811	0	
88682	0	0	56.4771	0	0	0	59.5656	0	0	0	357.343	0	88.757	0	
88778	0	0	56.8788	0	0	0	59.7447	0	0	0	357.737	0	88.072	0	
88869	0	0	56.5524	0	0	0	59.8864	0	0	0	360.518	0	89.1889	0	
88961	0	0	56.3433	0	0	0	59.8691	0	0	0	359.737	0	88.6148	0	
89053	0	0	56.6347	0	0	0	60.0239	0	0	0	359.82	0	88.546	0	
89145	0	0	56.3522	0	0	0	59.8176	0	0	0	356.71	0	88.5218	0	
89234	0	0	56.4165	0	0	0	59.8092	0	0	0	357.088	0	88.2433	0	
89328	0	0	56.4316	0	0	0	60.032	0	0	0	358.973	0	88.4793	0	
89418	0	0	56.2757	0	0	0	59.9295	0	0	0	358.49	0	88.6216	0	
89507	0	0	56.1088	0	0	0	59.8541	0	0	0	357.788	0	88.3681	0	
89599	0	0	56.1307	0	0	0	59.8656	0	0	0	357.818	0	88.4925	0	
89692	0	0	56.0233	0	0	0	59.9662	0	0	0	362.559	0	88.9986	0	
89782	0	0	56.3233	0	0	0	60.0704	0	0	0	358.651	0	88.6305	0	
89874	0	0	56.2263	0	0	0	60.074	0	0	0	358.378	0	88.6988	0	
89963	0	0	56.0141	0	0	0	60.1132	0	0	0	357.922	0	88.4375	0	
90056	0	0	56.1175	0	0	0	60.102	0	0	0	358.583	0	89.4453	0	
90148	0	0	55.9376	0	0	0	60.2822	0	0	0	359.991	0	88.835	0	
90241	0	0	56.3372	0	0	0	60.3881	0	0	0	357.426	0	88.5109	0	
90330	0	0	55.8225	0	0	0	60.0161	0	0	0	356.501	0	88.5894	0	
90423	0	0	55.8084	0	0	0	60.1301	0	0	0	358.775	0	89.0972	0	
90513	0	0	56.0549	0	0	0	60.3502	0	0	0	358.984	0	89.0669	0	
90604	0	0	55.9558	0	0	0	60.4251	0	0	0	360.532	0	89.4004	0	
90697	0	0	55.6739	0	0	0	60.1567	0	0	0	355.202	0	88.6191	0	
90790	0	0	55.8007	0	0	0	60.248	0	0	0	360.452	0	89.3113	0	
90879	0	0	55.5472	0	0	0	60.0275	0	0	0	356.433	0	89.0015	0	
90971	0	0	55.5492	0	0	0	60.0373	0	0	0	358.959	0	89.5375	0	
91063	0	0	55.7093	0	0	0	60.2055	0	0	0	359.211	0	89.1908	0	
91159	0	0	56.6605	0	0	0	61.8363	0	0	0	370.93	0	89.7924	0	
91250	0	0	55.2454	0	0	0	60.0023	0	0	0	359.95	0	89.822	0	
91342	0	0	55.4328	0	0	0	60.2312	0	0	0	357.306	0	89.234	0	
91435	0	0	55.4273	0	0	0	60.6179	0	0	0	357.911	0	89.3759	0	
91525	0	0	55.2203	0	0	0	60.288	0	0	0	355.56	0	88.9429	0	
91613	0	0	55.3171	0	0	0	60.2189	0	0	0	357.488	0	89.6606	0	
91705	0	0	55.2906	0	0	0	60.2895	0	0	0	357.616	0	89.6035	0	
91794	0	0	54.9949	0	0	0	60.1217	0	0	0	357.28	0	89.8704	0	
91885	0	0	55.2679	0	0	0	60.5889	0	0	0	357.832	0	89.5652	0	
91978	0	0	55.5662	0	0	0	60.7485	0	0	0	361.172	0	89.7103	0	
92071	0	0	55.0457	0	0	0	60.402	0	0	0	356.117	0	89.5854	0	
92162	0	0	55.0558	0	0	0	60.3005	0	0	0	358.577	0	89.8437	0	
92255	0	0	55.0644	0	0	0	60.4891	0	0	0	358.975	0	90.0096	0	
92348	0	0	55.3427	0	0	0	60.9998	0	0	0	360.408	0	90.0828	0	
92440	0	0	55.0315	0	0	0	60.6372	0	0	0	358.099	0	89.9926	0	
92532	0	0	55.1038	0	0	0	60.8779	0	0	0	363.091	0	90.4683	0	
92622	0	0	54.6392	0	0	0	60.2636	0	0	0	356.749	0	90.6534	0	
92721	0	0	55.8437	0	0	0	61.9855	0	0	0	371.43	0	91.0312	0	
92813	0	0	54.5711	0	0	0	60.3059	0	0	0	358.951	0	90.5837	0	
92903	0	0	54.9253	0	0	0	60.8456	0	0	0	359.387	0	90.3655	0	
92993	0	0	54.2856	0	0	0	60.0947	0	0	0	358.319	0	90.8479	0	
